source,target
OverTheEdgeOpen,sp_ni
OBrienPress,spaceavalanche
OBrienPress,SpaceNorah
DublinBookFest,SpaceNorah
ILFDublin,SpaceNorah
Harlotbk,SpaghettiBoy2
poetryireland,SpaininIreland
WritersWeek,SpainJoanne
DublinBookFest,SpainJoanne
dalkeybookfest,SpainJoanne
Mark_J_Henry,SpainJoanne
stottiecakeboy,SpainJoanne
sophiegrenham,SpainJoanne
theabhorsen,SpainJoanne
OMahonysBooks,SpainJoanne
BiDhomhnaill,SpainJoanne
margaretbmadden,SpainJoanne
Farrell_Mairead,SpainJoanne
LivKiernan,SpainJoanne
SkeinPress,spanglerSF
Doirepress,spanishembassy
bansheelit,sparkbones
stingingfly,SParkerTrust
DublinBookFest,SparkesAli
OBheal,Sparklechops3
WritersWeek,sparkyconkey
dubreviewbooks,SparkyScoops
OverTheEdgeOpen,SpartacusIrl
dubreviewbooks,SPAuthorHack
IrishWritersCtr,Speak_Volumes
dedaluspress,Speak_Volumes
SkeinPress,Speak_Volumes
CuirtFestival,Speak_Volumes
ILFDublin,SpeakingRocks
CuirtFestival,SpeakingVols
OverTheEdgeOpen,speakofIMELDA
dubreviewbooks,SpecCoffeeHouse
WritersWeek,speccymcspec
dubreviewbooks,specimen_press
WritersWeek,Speckintime
WritersWeek,SpecsaversIE
OBrienPress,SpecsaversIE
stingingfly,spectator
dubreviewbooks,spectator
LilliputPress,spectator
johnplovett,spectator
KindlerPeAK,spectator
poetryireland,SpelkFiction
MariaHoey,SpellBoundBks
ILFDublin,SpellingStarUK
OBrienPress,spencro
IrishWritersCtr,Spengler298
Lit_Ireland,speraldi
Lyndsey_ON,Spex
MunLitCentre,SphinxReviews
WritersWeek,spiceloft
SkeinPress,spider_ricco
ILFDublin,SpiegelNadja
PublishingIRL,spiegelonline
WritersWeek,SpikeIslandCork
DublinBookFest,SpikeIslandCork
johncrottybooks,SpikeIslandCork
johncrottybooks,SpikeLitFest
mb470102,Spill_Words
dubreviewbooks,spillaneda
WinterPapers,spillaneda
OBrienPress,spin1038
NewIslandBooks,spin1038
ILFDublin,spin1038
dalkeybookfest,SpinelliManuela
UCDLibrary,spinifexpress
WritersWeek,spinningkates
dalkeybookfest,spinningkates
poetryireland,spirasi
NewIslandBooks,spiritradioire
OBrienPress,spiritradioire
poetryireland,SpiritStore
poetryireland,splinister
OverTheEdgeOpen,splinister
ILFDublin,splinister
MoLI_Museum,splinister
LordWoolamaloo,splinister
dedaluspress,splitlippress
OverTheEdgeOpen,SplitThisRock
dedaluspress,Splonk1
IrishWritersCtr,Splonk1
bansheelit,Splonk1
OverTheEdgeOpen,Splottdad
OverTheEdgeOpen,SPManchester
poetryireland,spokeandpencil
OverTheEdgeOpen,spokenELLE
stingingfly,SpokenSpool1
DublinBookFest,SpongeBob
Doirepress,spontaneity_art
LilliputPress,spontaneity_art
OverTheEdgeOpen,spontaneity_art
MoLI_Museum,spookperson
ILFDublin,spoonsandbooks
OBrienPress,sportel_awards
WritersWeek,sportsdes
dalkeybookfest,sportsdes
OBrienPress,sportsfile
Doirepress,sportsfile
OBrienPress,Sportsfileray
poetryireland,sportsfilmpod
OBrienPress,SportsJOEdotie
WritersWeek,SportTG4
CuirtFestival,spot_lit_eu
poetryireland,Spotify
dalkeybookfest,Spotify
drreznicek,Spotify
BellCaragh,Spotify
PublishingIRL,SpotifyPlaylist
PublishingIRL,SpotifyPR
PublishingIRL,SpotifyUK
MunLitCentre,SpotlightPoetry
ainemryan,spotlites
ILFDublin,SpotticusNH
Lena_Mattheis,spreaker
Doirepress,Spring_Digital
Doirepress,sprint_digital
salmonpoetry,SpuytenDyvil
Doirepress,SpuytenDyvil
Fallow__Media,sq_analogheart
OverTheEdgeOpen,SQU
irishpages,SQU
fishpublishing,Squalorly
OBrienPress,SQUAREBOUND
OverTheEdgeOpen,squidlimerick
ablackeyedpeace,Squidmcfinnigan
MunLitCentre,sr_hampton
IrishWritersCtr,sree
stingingfly,srmastrantone
dubreviewbooks,sroughne
dogwithoutlegs,SRPseth
stingingfly,sscav
Doirepress,sscav
LivKiernan,sscav
ILFDublin,sschweblin
poetryireland,ssexton02
stingingfly,ssexton02
Lit_Ireland,ssexton02
MunLitCentre,ssexton02
IrishWritersCtr,ssexton02
WinterPapers,ssexton02
OBheal,ssexton02
SkeinPress,ssexton02
OverTheEdgeOpen,ssexton02
MoLI_Museum,ssexton02
Fallow__Media,ssexton02
CuirtFestival,ssexton02
bansheelit,ssexton02
LilliputPress,ssexton02
dubreviewbooks,ssexton02
TheDublinReview,ssexton02
Doirepress,ssexton02
rikam99,ssexton02
wcorklitfest,ssexton02
Hodges_Figgis,ssexton02
IrishWritersCtr,ssimonss
irishpages,ssnewbery
WritersWeek,SSPCentre
WritersWeek,ST_Culture
poetryireland,ST_Culture
IrishWritersCtr,ST_Culture
TheGalleryPress,ST_Culture
dubreviewbooks,ST_Culture
OBrienPress,ST_Culture
bansheelit,ST_Culture
Doirepress,ST_Culture
LilliputPress,ST_Culture
NewIslandBooks,ST_Culture
artscouncil_ie,ST_Culture
margaretbmadden,ST_Culture
wcorklitfest,ST_Culture
Doirepress,staccatospokenw
NewIslandBooks,staccatospokenw
johnplovett,staccatospokenw
IrishWritersCtr,staceygreggles
stingingfly,StackMagazines
SkeinPress,StackMagazines
DrPatridge,Stadt_FFM
GerryMoynihan,stage_review
WritersWeek,StageandSport
WritersWeek,stagedreaction
Lit_Ireland,stagedreaction
OverTheEdgeOpen,stagedreaction
ILFDublin,stagedreaction
bullaunpress,stagedreaction
CuirtFestival,stagedreaction
johnsingle10,stagedreaction
OBrienPress,StagsDub
Thomas_Michl,Stairnahireann
OBheal,stalscork
WritersWeek,StanAndOllie
MunLitCentre,StanCarey
NewIslandBooks,StanCarey
dalkeybookfest,StanCarey
CuirtFestival,StanCarey
CelizMurray,StanCarey
OBrienPress,standard_orange
OBrienPress,Standing_Bull
TedSmyth,StanekGallery
DanMulhall,StanekGallery
poetryireland,Stanford
DanMulhall,Stanford
OBrienPress,stangelasns
NewIslandBooks,Stannescityfarm
poetryireland,StanNotte
OBheal,StanNotte
poetryireland,StanPhillips
WritersWeek,StanPhillips
OverTheEdgeOpen,stansvan
IrelandSydney,Stanton_Library
MunLitCentre,stantonjayne
TheGalleryPress,stanyanfan49
pangurdubh3,stanyanfan49
poetryireland,StAnzaPoetry
salmonpoetry,StAnzaPoetry
CuirtFestival,StAnzaPoetry
OverTheEdgeOpen,StAnzaPoetry
NiChurr,StAnzaPoetry
OverTheEdgeOpen,StanzaShrews
MunLitCentre,StanzasLCK
poetryireland,StanzasLCK
OBheal,StanzasLCK
Doirepress,StanzasLCK
dalkeybookfest,StapleFoods
colin_broderick,starledger
dalkeybookfest,StarostaMarta
WritersWeek,starryboy14
stingingfly,starsanthology
WritersWeek,starsanthology
IrishWritersCtr,starsanthology
poetryireland,starsanthology
OBheal,starsanthology
DublinBookFest,starsanthology
PublishingIRL,starslaughing
OBrienPress,starsreading
poetryireland,Start360org
OBrienPress,startinnovating
DublinBookFest,StarvingActTC
IrelandSydney,statelibrarynsw
PublishingIRL,statemagazine
poetryireland,StAudoensNS
PoetryProgRTE,StAudoensNS
MoLI_Museum,Stauntons_
dalkeybookfest,StavShaffir
dubreviewbooks,stavvers
OBrienPress,stbrigidsns1
dalkeybookfest,stcaniceskilk
OBrienPress,stclares1803
OBrienPress,stcronans
TheGalleryPress,stdominicsGS
dedaluspress,stdominicsGS
Fallow__Media,StealthMountain
Irish1nterest,SteBreen
gbarnhisel,steelers
stingingfly,SteelyDass
NewIslandBooks,stefanie
DublinBookFest,stefanie
stingingfly,stefantobler
OverTheEdgeOpen,SteffxXxP
IrishWritersCtr,steflawless
DublinBookFest,steflawless
ILFDublin,steflawless
LilliputPress,steflawless
LilliputPress,stefokeeffe
WritersWeek,StefPreissner
dalkeybookfest,StefPreissner
DublinBookFest,StefPreissner
mariamacwriter,StefPreissner
stingingfly,SteidlVerlag
irlembberlin,SteidlVerlag
poetryireland,SteinAmelia
WinterPapers,SteinAmelia
MunLitCentre,StellaArcana
stingingfly,StellaArcana
NewIslandBooks,StellaArcana
fishpublishing,stellakateT
stingingfly,StellaNewing
OBrienPress,stellarmagazine
NewIslandBooks,stellarmagazine
Lit_Ireland,stephanecrouzat
IrishWritersCtr,StephanieConn2
WritersWeek,StephanieConn2
poetryireland,StephanieConn2
dedaluspress,StephanieConn2
Doirepress,StephanieConn2
bansheelit,StephanieConn2
DublinBookFest,StephanieConn2
OverTheEdgeOpen,StephanieConn2
OBheal,StephanieConn2
OBrienPress,StephanieConn2
dalkeybookfest,StephanieKelton
fishpublishing,stephaniewscott
CuirtFestival,Stephanopolus
Lit_Ireland,StephDickenson
ILFDublin,StephDickenson
stingingfly,Stephen_D_Reid
NewIslandBooks,Stephen_D_Reid
SkeinPress,Stephen_D_Reid
LilliputPress,Stephen_D_Reid
WinterPapers,Stephen_D_Reid
OMahonysBooks,Stephen_D_Reid
OBrienPress,Stephen_Mooney
salmonpoetry,StephenBett1
OverTheEdgeOpen,stephenboydsp
stingingfly,stephenbuggy
dalkeybookfest,stephenbyrne90
Doirepress,stephendaniels
poetryireland,StephenDouds
dalkeybookfest,stephenfilms
dalkeybookfest,stephenfry
OverTheEdgeOpen,stephenfry
OBrienPress,stephenfry
MoLI_Museum,stephenfry
ILFDublin,stephenfry
lorraineelizab6,stephenfry
WritersWeek,StephenGraham73
dalkeybookfest,StephenJF
OverTheEdgeOpen,stephenjolly99
WritersWeek,StephenKing
MunLitCentre,StephenKing
DublinBookFest,StephenKing
cosymystery,StephenKing
DublinBookFest,stephenkinsella
ILFDublin,Stephenlynott
dedaluspress,StephenMangan
OverTheEdgeOpen,StephenMcBrien
WritersWeek,StephenMcGann
stingingfly,stephenpub
NewIslandBooks,stephenpub
PublishingIRL,stephenpub
TrampPress,stephenpub
dalkeybookfest,StephenRennicks
SkeinPress,StephenRiordan1
OverTheEdgeOpen,stephenrusell
MoLI_Museum,stephensaxton
dalkeybookfest,stephensfilms
AnneTannam,stephensfilms
OverTheEdgeOpen,stephenson_pj
stingingfly,StephenthePoet
IrishWritersCtr,StephenthePoet
Doirepress,StephenthePoet
OverTheEdgeOpen,StephenthePoet
ablackeyedpeace,StephenthePoet
dubreviewbooks,stephentkelly
Lit_Ireland,stephentwalsh
stingingfly,stephentwalsh
dedaluspress,stephentwalsh
MoLI_Museum,stephentwalsh
OBrienPress,stephie08
meabhainn,stephie08
NewIslandBooks,Stephkwoods
WritersWeek,Stephousehotel
WritersWeek,StephWoods18
poetryireland,SterlingMolly
NewIslandBooks,SterlingMolly
SkeinPress,SterlingMolly
OBheal,SternbergPress
WritersWeek,Steve_Cummins
Lit_Ireland,SteveBernich
OBrienPress,SteveBoylan
NewIslandBooks,SteveBoylan
LilliputPress,SteveBoylan
MoLI_Museum,SteveBoylan
ILFDublin,SteveBraunias
OBheal,SteveCurrieWpg
MunLitCentre,SteveD05
Doirepress,stevekell41110
DublinBookFest,SteveKodaline
OverTheEdgeOpen,stevemac_182
OverTheEdgeOpen,stevemac_82
OBrienPress,stevemccarthy
OBrienPress,steven_miller12
poetryireland,stevenjfowler
IrishWritersCtr,stevenjfowler
OverTheEdgeOpen,stevenjfowler
TheLondonMag,StevenOBrien1
ILFDublin,stevenogara
dubreviewbooks,stevenpoole
WritersWeek,stevenZbyrne
poetryireland,SteverinoD
dedaluspress,SteverinoD
Doirepress,SteverinoD
WritersWeek,SteveSimpson
IrishWritersCtr,SteveSimpson
ILFDublin,SteveSimpson
CuirtFestival,stevethewall
ILFDublin,stevewickham
NewIslandBooks,stevewickham
IrishWritersCtr,Stevie_Cliff
stingingfly,StevieWonder
Doirepress,Stevoflatz
OBheal,stgrizelda
LilliputPress,stickman_ie
WritersWeek,stillinmymind
IrishWritersCtr,stinacoll
fishpublishing,StinavD
stingingfly,stingingfIy
poetryireland,stingingfly
MunLitCentre,stingingfly
IrishWritersCtr,stingingfly
WritersWeek,stingingfly
stingingfly,stingingfly
dedaluspress,stingingfly
TheGalleryPress,stingingfly
Lit_Ireland,stingingfly
SkeinPress,stingingfly
Doirepress,stingingfly
NewIslandBooks,stingingfly
bansheelit,stingingfly
dubreviewbooks,stingingfly
LilliputPress,stingingfly
ILFDublin,stingingfly
DublinBookFest,stingingfly
dalkeybookfest,stingingfly
WinterPapers,stingingfly
OverTheEdgeOpen,stingingfly
CuirtFestival,stingingfly
OBrienPress,stingingfly
PublishingIRL,stingingfly
TheDublinReview,stingingfly
MoLI_Museum,stingingfly
TrampPress,stingingfly
OBheal,stingingfly
Fallow__Media,stingingfly
bullaunpress,stingingfly
fingallibraries,stingingfly
caegaffney,stingingfly
RoryConaty,stingingfly
artscouncil_ie,stingingfly
karenkiernan,stingingfly
WaterstonesCrk,stingingfly
bayveenwriter,stingingfly
gloralot,stingingfly
gagebybell,stingingfly
leonaleecully,stingingfly
JoanneKateOS,stingingfly
maria_mcmanus,stingingfly
cosymystery,stingingfly
Niamh_NicGhabh,stingingfly
AppelloPress,stingingfly
luciecampos,stingingfly
Brendo91,stingingfly
ConzieSays,stingingfly
CiaranJBreen,stingingfly
NewBinaryPress,stingingfly
CelizMurray,stingingfly
keanema,stingingfly
Rebels4Ever,stingingfly
OrnaRoss,stingingfly
dinglepublish,stingingfly
OBrienPress,StiobhanM
NewIslandBooks,StiobhanM
poetryireland,Stirlingwriter
LivUniPress,StirUni
PublishingIRL,Stison
stingingfly,Stitcher
Lit_Ireland,stjamesdublin
WritersWeek,StJohnsTheatre
poetryireland,StJohnsTheatre
poetryireland,StJosephOfCluny
dedaluspress,stleah_
irishpages,stlukesglasgow
MunLitCentre,stlukesinncork
poetryireland,stmacartans
OBheal,stmarysca
StMarysCollege7,stmarysderry
ILFDublin,stmarysdorsetst
CherrySmyth,stmaryslimerick
thepoetryhour,StMichaelsW4
OBrienPress,StMolaga5
OverTheEdgeOpen,StNicholas1320
khursheb,StobsCamp
OverTheEdgeOpen,StockholmReview
SkeinPress,StockholmWriter
LilliputPress,stokesofdublin
Doirepress,stolenpaper
poetryireland,StolenPizza
NewIslandBooks,StolenPizza
poetryireland,StOliversCC
stingingfly,STomaselli
Lit_Ireland,STomaselli
poetryireland,STomaselli
TheGalleryPress,STomaselli
IrishWritersCtr,STomaselli
WritersWeek,STomaselli
WinterPapers,STomaselli
Doirepress,STomaselli
NewIslandBooks,STomaselli
ILFDublin,STomaselli
dubreviewbooks,STomaselli
irishpages,STomaselli
TrampPress,STomaselli
CuirtFestival,STomaselli
TheDublinReview,STomaselli
LilliputPress,STomaselli
bansheelit,STomaselli
MoLI_Museum,STomaselli
muttonkidneys,STomaselli
WinterPapers,StonecutterMag
elainefeeney16,StonecutterMag
poetryireland,Stonehousebooks
Doirepress,Stonehousebooks
OBrienPress,Stonehousebooks
NewIslandBooks,Stonehousebooks
poetryireland,StonesBarn
CaitNiDhonnchu,stoneswrite
LilliputPress,StoneybatterD7
LilliputPress,StoneybatterPoP
poetryireland,stoneyroadpress
WritersWeek,stoneyroadpress
LilliputPress,stoneyroadpress
dalkeybookfest,stoneyroadpress
AmnestyArtfor,stoneyroadpress
WritersWeek,stopwatch_tv
NewIslandBooks,StoriesAloud
sasanof,Storify
stingingfly,StorkPressBooks
OBrienPress,StormLiterary
MatthewMCSmith,StormsJournal
fishpublishing,storychord
poetryireland,StoryClare
poetryireland,StoryLabIRL
WritersWeek,StorylineEdit
IrishWritersCtr,StorylineEdit
IrishWritersCtr,StorylineLit
TrampPress,StorylineLit
stingingfly,StoryMapDublin
WritersWeek,StoryMapDublin
ILFDublin,storypeddler
poetryireland,StorytellersIE
OBrienPress,storytellersinc
WritersWeek,storytellingse
PublishingIRL,StoryToys
poetryireland,StPatricks
poetryireland,stpatrickscath
MoLI_Museum,stpatrickscath
OBrienPress,stpatrickscath
ILFDublin,stpatrickscath
poetryireland,stpatricksfest
WritersWeek,stpatricksfest
IrishWritersCtr,stpatricksfest
dedaluspress,stpatricksfest
MoLI_Museum,stpatricksfest
NewIslandBooks,stpatricksfest
ILFDublin,stpatricksfest
TheDublinReview,StPatsMaynooth
CuirtFestival,StPaulsLondon
OBrienPress,StPetersBray
MoLI_Museum,stphnmlny
IrishWritersCtr,strandbookstore
PublishingIRL,strandbookstore
ILFDublin,stranded_aoife
poetryireland,strandsmusic
dedaluspress,Strangers_Press
ContinuityPlay,straybearfilms
GerryMoynihan,straybearfilms
fishpublishing,strayficshion
ILFDublin,straylinescomic
SkeinPress,streetcakemag
WritersWeek,StreetLights19
dubreviewbooks,StrictlyJane
dedaluspress,StriderPoet
SkeinPress,StriderPoet
Doirepress,stripe
dalkeybookfest,stripe
dalkeybookfest,stripepress
stingingfly,StrixLeeds
poetryireland,Strokestown1
poetryireland,strokestownpark
dedaluspress,Strokestownpoem
poetryireland,Strokestownpoem
WritersWeek,Strokestownpoem
OverTheEdgeOpen,Strokestownpoem
CuirtFestival,Strokestownpoem
Doirepress,Strokestownpoem
ILFDublin,Strokestownpoem
OBrienPress,stronansps
poetryireland,structomagazine
stingingfly,structomagazine
JamieCanofVan,strukturriss
stingingfly,StruleArts
NewIslandBooks,StruleArts
dalkeybookfest,strumpetcity
salmonpoetry,strumpshawfair
WritersWeek,stsenansgaa
Lit_Ireland,StThomasTouques
NewIslandBooks,StThomasU
SkeinPress,StTolasNS
OverTheEdgeOpen,stuartaken
OverTheEdgeOpen,stuartborthwick
WinterPapers,stuartclark66
stingingfly,StuartEvers
NewIslandBooks,StuartEvers
SkeinPress,stuartneville
Doirepress,stuartneville
NewIslandBooks,stuartneville
margaretbmadden,stuartneville
GraMurphy,stuartneville
LivKiernan,stuartneville
OverTheEdgeOpen,stuartsnelson
stingingfly,StuartWatson50
Fallow__Media,studaly
LivUniPress,StudiaHibernica
dedaluspress,StudiMarie
poetryireland,StudiMarie
dedaluspress,studio_ni
Doirepress,studio_ni
IrishWritersCtr,studio_ny
OBrienPress,StudioBooks
aileen_dillane,StudyArtsUL
OverTheEdgeOpen,StudyInGalway
TrampPress,StuHennigan
stingingfly,stujallen
stingingfly,stunt_penguin
OverTheEdgeOpen,STVNews
MoLI_Museum,stwarchitects
IrishWritersCtr,STWevents
stingingfly,STWevents
OverTheEdgeOpen,STWevents
OBrienPress,StyleLivingMama
NewIslandBooks,StylistMagazine
OverTheEdgeOpen,SU_EngLit_CW
IrishWritersCtr,suadarra
NewIslandBooks,suadarra
DublinBookFest,suadarra
MoLI_Museum,suadarra
OverTheEdgeOpen,suadarra
CuirtFestival,suadarra
IEAmbMexico,SUAyED_UNAM
DaveHendrick,SubCity_Comics
OBrienPress,SubCitycomics
OBrienPress,subkiteu
Lit_Ireland,sublunaryeds
MunLitCentre,submittable
stingingfly,submittable
OverTheEdgeOpen,submittable
poetryireland,SubsetDublin
PublishingIRL,sucurilabs
salmonpoetry,Sue_writer
poetryireland,sue1mcallister
IrishWritersCtr,sueanneoh
DublinBookFest,suebentleywords
OverTheEdgeOpen,suebrackstone
WritersWeek,SueHealy
salmonpoetry,suehubbard
stingingfly,Suejleonard
TheGalleryPress,Suejleonard
IrishWritersCtr,Suejleonard
WritersWeek,Suejleonard
LilliputPress,Suejleonard
NewIslandBooks,Suejleonard
Doirepress,Suejleonard
OBrienPress,Suejleonard
SkeinPress,Suejleonard
bansheelit,Suejleonard
DublinBookFest,Suejleonard
dalkeybookfest,Suejleonard
ILFDublin,Suejleonard
BellCaragh,Suejleonard
johnplovett,Suejleonard
moriarty_lori,suenunnradio
BelltableLimk,SueRainsford
OBheal,suff66
CapnJonConnors,SuffieldAcademy
dubreviewbooks,SuffolkCottHols
OBrienPress,SuffolkLibrary
OverTheEdgeOpen,SuffolkPoetrySo
poetryireland,sugarclubdublin
ILFDublin,sugarclubdublin
ILFDublin,sugarscape
LilliputPress,SUITCASEmag
OBheal,SujanaCrawford
stingingfly,sukicos
MunLitCentre,sukicos
dedaluspress,sukicos
Doirepress,sukicos
DublinBookFest,sukicos
STomaselli,sukicos
dalkeybookfest,sukisworld
TrampPress,sulaimanaddonia
Lit_Ireland,sulakauripub
stingingfly,sulemanky
TrampPress,Sulfer_Tungsten
stingingfly,Sulli864
NewIslandBooks,Sulli864
stingingfly,sullivandeej
SkeinPress,sullydaysleeper
OBrienPress,summerbuzz
DublinBookFest,summerbuzz
WritersWeek,Summerhallery
irishpages,Summerhallery
dalkeybookfest,SundanceTV
WritersWeek,SundayAMTV3
stingingfly,sundaybusiness
WritersWeek,sundaybusiness
dedaluspress,sundaybusiness
OBrienPress,sundaybusiness
dubreviewbooks,sundaybusiness
NewIslandBooks,sundaybusiness
dalkeybookfest,sundaybusiness
LilliputPress,sundaybusiness
PublishingIRL,sundaybusiness
SkeinPress,sundaybusiness
Doirepress,sundaybusiness
MoLI_Museum,sundaybusiness
CuirtFestival,sundaybusiness
emmaelizar,sundaybusiness
CualaFoundation,sundaybusiness
susansings,sundaybusiness
TheGalleryPress,SundayIndy
LilliputPress,SundayIndy
Doirepress,SundayIndy
lorraine_lally,SundayIndy
fishpublishing,SundayTimesNews
WritersWeek,Sundaytwist
DublinBookFest,Sundaytwist
OBrienPress,sundayworld
LilliputPress,sundayworld
OBrienPress,SundayWorldMag
dalkeybookfest,sundeepkalra
OverTheEdgeOpen,SundressPub
dalkeybookfest,sunetrac
poetryireland,Sunflower_Pub
dalkeybookfest,SunilKhilnani
CuirtFestival,SunkenHum
dubreviewbooks,sunny_hundal
SkeinPress,sunnysingh_n6
LilliputPress,sunstroke_house
kathmccoypoet,SUNYADK
kathmccoypoet,SUNYAdkLibrary
IrishWritersCtr,Super_Widget
JulieMullaney3,SuperbiaMCR
SkeinPress,superfrootmag
dedaluspress,supersplurk
poetryireland,supersplurk
stingingfly,supersplurk
TrampPress,supersplurk
DublinBookFest,supersplurk
Doirepress,supersplurk
LilliputPress,supersplurk
SkeinPress,SuperstitionRev
Doirepress,SuperValuIRL
OBrienPress,SuperValuIRL
ContinuityPlay,SupportBritish
CuirtFestival,SupportRequests
CuirtFestival,supremetronic
dubreviewbooks,SUPress
fictionophile,SUPress
theartsfuse,SUPress
poetryireland,supriyadhaliwal
IrishWritersCtr,supriyadhaliwal
SkeinPress,supriyadhaliwal
bansheelit,supriyadhaliwal
CuirtFestival,supriyadhaliwal
Lit_Ireland,Surgery_TCD
poetryireland,SurvisionM
MunLitCentre,SurvisionM
OBheal,SurvisionM
SkeinPress,survivorlit
OBrienPress,Susan_Brown__
IrishWritersCtr,susan_lanigan
dedaluspress,susan_lanigan
stingingfly,susan_lanigan
MunLitCentre,susan_lanigan
OBrienPress,susan_lanigan
